Product ,,,Item Categorization,,,,,,,,,,Item Specs,,,,,,,,,,,,,,,Images,Pricing,,
SKU,SKU #,Product Satus,Product type,Style (Pattern),Category,Category (Trim),Collection,Usage,Color 1,Color 2,Fire Code,Min Order Qty.,Content,Cleaning Code,Finish,Style,Usage2,Repeat,Width (inches),Abrasion,Category2,Direction,Fire Code2,Color,Weight,Collection2,Roll size,File Name,Price Level 1,Price Level 3,Price Level 5
Allegro - Bamboo,00789,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Yellow,Brown,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Bamboo,,Allegro,Approximately 60 yards,Allegro-Bamboo.jpg,$7.95,$9.95,$15.90
Allegro - Basil,00790,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Green,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Basil,,Allegro,Approximately 60 yards,Allegro-Basil.jpg,$7.95,$9.95,$15.90
Allegro - Battleship,00791,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Blue,Brown,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Battleship,,Allegro,Approximately 60 yards,Allegro-Battleship.jpg,$7.95,$9.95,$15.90
Allegro - Beeswax,00792,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Yellow,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Beeswax,,Allegro,Approximately 60 yards,Allegro-Beeswax.jpg,$7.95,$9.95,$15.90
Allegro - Buff,00793,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Neutral,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Buff,,Allegro,Approximately 60 yards,Allegro-Buff.jpg,$7.95,$9.95,$15.90
Allegro - Cayenne,00794,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Orange,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Cayenne,,Allegro,Approximately 60 yards,Allegro-Cayenne.jpg,$7.95,$9.95,$15.90
Allegro - Chestnut,00795,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Brown,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Chestnut,,Allegro,Approximately 60 yards,Allegro-Chestnut.jpg,$7.95,$9.95,$15.90
Allegro - Chia,00796,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Grey,Black,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Chia,,Allegro,Approximately 60 yards,Allegro-Chia.jpg,$7.95,$9.95,$15.90
Allegro - China Blue,00797,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Blue,Silver,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,China Blue,,Allegro,Approximately 60 yards,Allegro-China-Blue.jpg,$7.95,$9.95,$15.90
Allegro - Chulk,00798,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,White,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Chulk,,Allegro,Approximately 60 yards,Allegro-Chulk.jpg,$7.95,$9.95,$15.90
Allegro - Cocoa,00799,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Brown,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Cocoa,,Allegro,Approximately 60 yards,Allegro-Cocoa.jpg,$7.95,$9.95,$15.90
Allegro - Elephant,00800,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Grey,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Elephant,,Allegro,Approximately 60 yards,Allegro-Elephant.jpg,$7.95,$9.95,$15.90
Allegro - Emerald,00801,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Green,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Emerald,,Allegro,Approximately 60 yards,Allegro-Emerald.jpg,$7.95,$9.95,$15.90
Allegro - Fossil,00802,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Blue,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Fossil,,Allegro,Approximately 60 yards,Allegro-Fossil.jpg,$7.95,$9.95,$15.90
Allegro - Fudge,00803,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Brown,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Fudge,,Allegro,Approximately 60 yards,Allegro-Fudge.jpg,$7.95,$9.95,$15.90
Allegro - Glacier,00804,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Blue,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Glacier,,Allegro,Approximately 60 yards,Allegro-Glacier.jpg,$7.95,$9.95,$15.90
Allegro - Grape,00805,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Purple,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Grape,,Allegro,Approximately 60 yards,Allegro-Grape.jpg,$7.95,$9.95,$15.90
Allegro - Gray,00806,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Grey,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Gray,,Allegro,Approximately 60 yards,Allegro-Gray.jpg,$7.95,$9.95,$15.90
Allegro - Gunmetal,00807,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Grey,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Gunmetal,,Allegro,Approximately 60 yards,Allegro-Gunmetal.jpg,$7.95,$9.95,$15.90
Allegro - Hazelnut,00808,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Brown,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Hazelnut,,Allegro,Approximately 60 yards,Allegro-Hazelnut.jpg,$7.95,$9.95,$15.90
Allegro - Ink,00809,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Blue,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Ink,,Allegro,Approximately 60 yards,Allegro-Ink.jpg,$7.95,$9.95,$15.90
Allegro - Lavender,00810,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Purple,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Lavender,,Allegro,Approximately 60 yards,Allegro-Lavender.jpg,$7.95,$9.95,$15.90
Allegro - Lemur,00811,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Silver,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Lemur,,Allegro,Approximately 60 yards,Allegro-Lemur.jpg,$7.95,$9.95,$15.90
Allegro - Linen,00812,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Silver,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Linen,,Allegro,Approximately 60 yards,Allegro-Linen.jpg,$7.95,$9.95,$15.90
Allegro - Magnet,00813,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Grey,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Magnet,,Allegro,Approximately 60 yards,Allegro-Magnet.jpg,$7.95,$9.95,$15.90
Allegro - Midnight,00814,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Blue,Black,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Midnight,,Allegro,Approximately 60 yards,Allegro-Midnight.jpg,$7.95,$9.95,$15.90
Allegro - Mineral,00815,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Grey,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Mineral,,Allegro,Approximately 60 yards,Allegro-Mineral.jpg,$7.95,$9.95,$15.90
Allegro - Monsoon,00816,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Blue,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Monsoon,,Allegro,Approximately 60 yards,Allegro-Monsoon.jpg,$7.95,$9.95,$15.90
Allegro - Nougat,00817,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Neutral,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Nougat,,Allegro,Approximately 60 yards,Allegro-Nougat.jpg,$7.95,$9.95,$15.90
Allegro - Ostrich,00818,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Grey,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Ostrich,,Allegro,Approximately 60 yards,Allegro-Ostrich.jpg,$7.95,$9.95,$15.90
Allegro - Peach,00819,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Orange,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Peach,,Allegro,Approximately 60 yards,Allegro-Peach.jpg,$7.95,$9.95,$15.90
Allegro - Peppercorn,00820,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Grey,Black,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Peppercorn,,Allegro,Approximately 60 yards,Allegro-Peppercorn.jpg,$7.95,$9.95,$15.90
Allegro - Pigeon,00821,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Silver,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Pigeon,,Allegro,Approximately 60 yards,Allegro-Pigeon.jpg,$7.95,$9.95,$15.90
Allegro - Porcini,00822,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Blue,Brown,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Porcini,,Allegro,Approximately 60 yards,Allegro-Porcini.jpg,$7.95,$9.95,$15.90
Allegro - Pumice,00823,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Grey,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Pumice,,Allegro,Approximately 60 yards,Allegro-Pumice.jpg,$7.95,$9.95,$15.90
Allegro - Quartz,00824,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Neutral,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Quartz,,Allegro,Approximately 60 yards,Allegro-Quartz.jpg,$7.95,$9.95,$15.90
Allegro - Rose,00825,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Pink,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Rose,,Allegro,Approximately 60 yards,Allegro-Rose.jpg,$7.95,$9.95,$15.90
Allegro - Royal,00826,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Blue,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Royal,,Allegro,Approximately 60 yards,Allegro-Royal.jpg,$7.95,$9.95,$15.90
Allegro - Ruby,00827,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Red,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Ruby,,Allegro,Approximately 60 yards,Allegro-Ruby.jpg,$7.95,$9.95,$15.90
Allegro - Sage,00828,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Green,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Sage,,Allegro,Approximately 60 yards,Allegro-Sage.jpg,$7.95,$9.95,$15.90
Allegro - Smoke,00829,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Grey,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Smoke,,Allegro,Approximately 60 yards,Allegro-Smoke.jpg,$7.95,$9.95,$15.90
Allegro - Spa,00830,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Blue,Silver,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Spa,,Allegro,Approximately 60 yards,Allegro-Spa.jpg,$7.95,$9.95,$15.90
Allegro - Spice,00831,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Orange,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Spice,,Allegro,Approximately 60 yards,Allegro-Spice.jpg,$7.95,$9.95,$15.90
Allegro - Spinach,00832,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Green,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Spinach,,Allegro,Approximately 60 yards,Allegro-Spinach.jpg,$7.95,$9.95,$15.90
Allegro - Stone,00833,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Grey,Blue,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Stone,,Allegro,Approximately 60 yards,Allegro-Stone.jpg,$7.95,$9.95,$15.90
Allegro - Tapestry,00834,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Blue,Gold,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Tapestry,,Allegro,Approximately 60 yards,Allegro-Tapestry.jpg,$7.95,$9.95,$15.90
Allegro - Vanilla,00835,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Neutral,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Vanilla,,Allegro,Approximately 60 yards,Allegro-Vanilla.jpg,$7.95,$9.95,$15.90
Allegro - Walnut,00836,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Brown,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Walnut,,Allegro,Approximately 60 yards,Allegro-Walnut.jpg,$7.95,$9.95,$15.90
Allegro - Zaper,00837,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Green,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Caper,,Allegro,Approximately 60 yards,Allegro-Zaper.jpg,$7.95,$9.95,$15.90
Allegro - Zink,00838,Current,Fabric,Solid/Plain,Woven,,Allegro,Multi-purpose,Neutral,,CAL 117,60,100% Polyester,S,Water Repellant,Solid/Plain,Multi-purpose,,54,"50,000",Woven,Up The Roll,CAL 117,Zink,,Allegro,Approximately 60 yards,Allegro-Zink.jpg,$7.95,$9.95,$15.90
Allure - Buff,00839,Current,Fabric,Solid/Plain,Sheer,,Allure,Drapery,Neutral,,CAL 117,40,20% Cotton / 80% Polyester,,,Solid/Plain,Multi-purpose,,118,,Sheer,,CAL 117,Buff,,Allure,Approximately 40 yards,Allure-Buff.jpg,$14.90,$17.03,$29.80
Allure - Flagstone,00840,Current,Fabric,Solid/Plain,Sheer,,Allure,Drapery,Yellow,,CAL 117,40,20% Cotton / 80% Polyester,,,Solid/Plain,Multi-purpose,,118,,Sheer,,CAL 117,Flagstone,,Allure,Approximately 40 yards,Allure-Flagstone.jpg,$14.90,$17.03,$29.80
Allure - Glacier,00841,Current,Fabric,Solid/Plain,Sheer,,Allure,Drapery,White,,CAL 117,40,20% Cotton / 80% Polyester,,,Solid/Plain,Multi-purpose,,118,,Sheer,,CAL 117,Glacier,,Allure,Approximately 40 yards,Allure-Glacier.jpg,$14.90,$17.03,$29.80
Allure - Lavender,00842,Current,Fabric,Solid/Plain,Sheer,,Allure,Drapery,Pink,,CAL 117,40,20% Cotton / 80% Polyester,,,Solid/Plain,Multi-purpose,,118,,Sheer,,CAL 117,Lavender,,Allure,Approximately 40 yards,Allure-Lavander.jpg,$14.90,$17.03,$29.80
Allure - Moonsoon,00843,Current,Fabric,Solid/Plain,Sheer,,Allure,Drapery,Blue,,CAL 117,40,20% Cotton / 80% Polyester,,,Solid/Plain,Multi-purpose,,118,,Sheer,,CAL 117,Moonsoon,,Allure,Approximately 40 yards,Allure-Moonsoon.jpg,$14.90,$17.03,$29.80
Allure - Ostrich,00844,Current,Fabric,Solid/Plain,Sheer,,Allure,Drapery,Brown,,CAL 117,40,20% Cotton / 80% Polyester,,,Solid/Plain,Multi-purpose,,118,,Sheer,,CAL 117,Ostrich,,Allure,Approximately 40 yards,Allure-Ostrich.jpg,$14.90,$17.03,$29.80
Allure - Pebble,00845,Current,Fabric,Solid/Plain,Sheer,,Allure,Drapery,Gold,,CAL 117,40,20% Cotton / 80% Polyester,,,Solid/Plain,Multi-purpose,,118,,Sheer,,CAL 117,Pebble,,Allure,Approximately 40 yards,Allure-Pebble.jpg,$14.90,$17.03,$29.80
Allure - Rice Paper,00846,Current,Fabric,Solid/Plain,Sheer,,Allure,Drapery,White,,CAL 117,40,20% Cotton / 80% Polyester,,,Solid/Plain,Multi-purpose,,118,,Sheer,,CAL 117,Rice Paper,,Allure,Approximately 40 yards,Allure-Rice-Paper.jpg,$14.90,$17.03,$29.80
Allure - Sky,00847,Current,Fabric,Solid/Plain,Sheer,,Allure,Drapery,Blue,,CAL 117,40,20% Cotton / 80% Polyester,,,Solid/Plain,Multi-purpose,,118,,Sheer,,CAL 117,Sky,,Allure,Approximately 40 yards,Allure-Sky.jpg,$14.90,$17.03,$29.80
Allure - Truffle,00848,Current,Fabric,Solid/Plain,Sheer,,Allure,Drapery,Brown,,CAL 117,40,20% Cotton / 80% Polyester,,,Solid/Plain,Multi-purpose,,118,,Sheer,,CAL 117,Truffle,,Allure,Approximately 40 yards,Allure-Truffle.jpg,$14.90,$17.03,$29.80
Almeria - Black,00849,Discontinued,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,Black,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Black,,Almeria,Approximately 40 yards,,$13.83,$15.97,$27.66
Almeria - Sky,00850,Current,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,Teal,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Sky,,Almeria,Approximately 40 yards,ALMERIA-SKY.jpg,$13.83,$15.97,$27.66
Almeria - Blue,00851,Current,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,Blue,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Blue,,Almeria,Approximately 40 yards,ALMERIA-BLUE.jpg,$13.83,$15.97,$27.66
Almeria - Bone,00852,Discontinued,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Bone,,Almeria,Approximately 40 yards,,$13.83,$15.97,$27.66
Almeria - Brick,00853,Current,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,Red,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Brick,,Almeria,Approximately 40 yards,ALMERIA-BRICK.jpg,$13.83,$15.97,$27.66
Almeria - Burgundy,00854,Discontinued,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Burgundy,,Almeria,Approximately 40 yards,,$13.83,$15.97,$27.66
Almeria - Coral,00855,Discontinued,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Coral,,Almeria,Approximately 40 yards,,$13.83,$15.97,$27.66
Almeria - Emerald,00856,Discontinued,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Emerald,,Almeria,Approximately 40 yards,,$13.83,$15.97,$27.66
Almeria - Grey,00857,Discontinued,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Grey,,Almeria,Approximately 40 yards,,$13.83,$15.97,$27.66
Almeria - Ink,00858,Discontinued,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Ink,,Almeria,Approximately 40 yards,,$13.83,$15.97,$27.66
Almeria - Lime,00859,Current,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,Green,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Lime,,Almeria,Approximately 40 yards,ALMERIA-LIME.jpg,$13.83,$15.97,$27.66
Almeria - Mocha,00860,Current,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,Brown,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Mocha,,Almeria,Approximately 40 yards,ALMERIA-MOCHA.jpg,$13.83,$15.97,$27.66
Almeria - Slate,00861,Discontinued,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Slate,,Almeria,Approximately 40 yards,,$13.83,$15.97,$27.66
Almeria - Steel,00862,Current,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,Grey,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Steel,,Almeria,Approximately 40 yards,ALMERIA-STEEL.jpg,$13.83,$15.97,$27.66
Almeria - Stone,00863,Discontinued,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Stone,,Almeria,Approximately 40 yards,,$13.83,$15.97,$27.66
Almeria - Storm,00864,Discontinued,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Storm,,Almeria,Approximately 40 yards,,$13.83,$15.97,$27.66
Almeria - Tan,00865,Current,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,Gold,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Tan,,Almeria,Approximately 40 yards,ALMERIA-TAN.jpg,$13.83,$15.97,$27.66
Almeria - Teal ,00866,Current,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,Teal,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Teal ,,Almeria,Approximately 40 yards,ALMERIA-TEAL.jpg,$13.83,$15.97,$27.66
Almeria - Traffic Light Green,00867,Current,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,Green,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Traffic Light Green,,Almeria,Approximately 40 yards,ALMERIA-TRAFFIC-LIGHT-GREEN.jpg,$13.83,$15.97,$27.66
Almeria - Yellow,00868,Current,Fabric,Solid/Plain,Outdoor,,Almeria,Multi-purpose,Yellow,,,40,100% Solution Dyed Acrylic,,,Solid/Plain,Multi-purpose,,55,,Outdoor,,,Yellow,,Almeria,Approximately 40 yards,ALMERIA-YELLOW.jpg,$13.83,$15.97,$27.66
Amelia-Blush,00869,Current,Trim,Solid/Plain,,Brushed Fringe,Hoopla,Multi-purpose,Pink,Green,,27.5,100% Polyester,,,Solid/Plain,Multi-purpose,,1.5,,,,,Blush,,Hoopla,27.5 yds (25 m),Amelia-Blush.jpg,$4.01,$5.61,$8.02
Amelia-Fuchsia,00870,Current,Trim,Solid/Plain,,Brushed Fringe,Hoopla,Multi-purpose,Pink,Green,,27.5,100% Polyester,,,Solid/Plain,Multi-purpose,,1.5,,,,,Fuchsia,,Hoopla,27.5 yds (25 m),Amelia-Fuchsia.jpg,$4.01,$5.61,$8.02
Amelia-Lavender,00871,Current,Trim,Solid/Plain,,Brushed Fringe,Hoopla,Multi-purpose,Multi,,,27.5,100% Polyester,,,Solid/Plain,Multi-purpose,,1.5,,,,,Lavender,,Hoopla,27.5 yds (25 m),Amelia-Lavender.jpg,$4.01,$5.61,$8.02
Amelia-Limetwist,00872,Current,Trim,Solid/Plain,,Brushed Fringe,Hoopla,Multi-purpose,Multi,,,27.5,100% Polyester,,,Solid/Plain,Multi-purpose,,1.5,,,,,Limetwist,,Hoopla,27.5 yds (25 m),Amelia-Limetwist.jpg,$4.01,$5.61,$8.02
Amelia-Pumkin,00873,Current,Trim,Solid/Plain,,Brushed Fringe,Hoopla,Multi-purpose,Pink,Orange,,27.5,100% Polyester,,,Solid/Plain,Multi-purpose,,1.5,,,,,Pumkin,,Hoopla,27.5 yds (25 m),Amelia-Pumkin.jpg,$4.01,$5.61,$8.02
Amelia-Teal,00874,Current,Trim,Solid/Plain,,Brushed Fringe,Hoopla,Multi-purpose,Multi,,,27.5,100% Polyester,,,Solid/Plain,Multi-purpose,,1.5,,,,,Teal,,Hoopla,27.5 yds (25 m),Amelia-Teal.jpg,$4.01,$5.61,$8.02
